file,meanB,meanG,meanR,standar_devB,standar_devG,standar_devR,skewness_B,skewness_G,skewness_R,class
nonsegar (1).jpg,98.17562866210938,38.000274658203125,30.094009399414062,13.033549820768997,18.664084571793992,16.263401460093082,17.491452194858578,25.516153820198024,24.16114700709515,2
nonsegar (10).jpg,116.67610168457031,44.59953308105469,42.83317565917969,13.671498661370793,18.393910646696813,17.862017892419505,15.582165005217846,23.366620016836887,22.50779084773856,2
nonsegar (100).jpg,141.45587158203125,64.58418273925781,57.181915283203125,9.283052010834183,19.022782796352175,16.241180940541515,8.704584211794828,18.559053288952605,17.0994561058548,2
nonsegar (11).jpg,97.30015563964844,31.71502685546875,28.14776611328125,7.876197979017703,12.31124071622806,11.550819581225888,11.600743420917984,17.259523606711145,17.09503348035463,2
nonsegar (12).jpg,124.87625122070312,70.66139221191406,55.74259948730469,6.590593232007175,13.864699905936222,15.667904430044047,8.04883522857016,15.452911224683621,17.425989796994877,2
nonsegar (13).jpg,83.41941833496094,21.36749267578125,21.590194702148438,9.084631220777492,9.52444149303994,9.55181156501304,9.09774450142112,12.623956315956221,12.431198503610709,2
nonsegar (14).jpg,111.87223815917969,41.96528625488281,41.87794494628906,8.650356228152935,14.175546069103198,14.195830967086435,12.807701915737848,19.350811289497194,19.17489898115562,2
nonsegar (15).jpg,108.75144958496094,38.553680419921875,37.712982177734375,8.530175322122332,11.394643838551467,11.78265854553043,10.559901775265034,16.23075235634267,15.652127318942162,2
nonsegar (16).jpg,99.69721984863281,39.83665466308594,33.87928771972656,9.692146168361441,15.100885705383021,13.047665608735663,13.20429216625298,18.428157205531665,17.583632942954132,2
nonsegar (17).jpg,99.24058532714844,30.975372314453125,29.150390625,6.651571505321125,12.717858736069536,11.22995701959118,8.742921781344945,18.55447718364762,15.114405948330077,2
nonsegar (18).jpg,95.15751647949219,32.13313293457031,31.900039672851562,9.461147936300096,12.680138416645434,12.286092198981072,12.583106682356213,17.489273180711407,16.656989478509338,2
nonsegar (19).jpg,98.50701904296875,40.982086181640625,35.47027587890625,14.777423140337515,20.967102793521477,19.26059821439185,19.361391522171253,27.852934586919883,26.89518407334249,2
nonsegar (2).jpg,98.26472473144531,31.7208251953125,26.8453369140625,12.768157769365052,18.395756927940344,16.761187713236907,8.880225702329206,21.24636482817027,20.724304939701227,2
nonsegar (20).jpg,86.09089660644531,29.226577758789062,23.819503784179688,6.007550294123963,9.096758511936851,7.373723230839347,7.772924999684766,11.160664692819166,10.85931619015692,2
nonsegar (21).jpg,100.44117736816406,33.7509765625,35.04844665527344,8.792719064676618,13.332081000802189,12.866728075689688,13.4117723603423,19.575582378487887,18.96251750176224,2
nonsegar (22).jpg,92.48963928222656,30.997909545898438,29.77862548828125,9.223303103864776,11.464811617294055,11.260718295414653,12.15351421954073,16.772868628771352,15.92670309829113,2
nonsegar (23).jpg,88.41432189941406,36.05340576171875,29.51654052734375,11.305422373116555,15.688880685705987,12.299494235219804,12.555741081178029,17.705539756267058,15.148895892032462,2
nonsegar (24).jpg,85.95794677734375,29.7928466796875,23.877487182617188,5.527902883212571,8.958794839840472,7.415171051819438,7.6740217819607635,11.435838145738954,11.06327454866088,2
nonsegar (25).jpg,96.86717224121094,30.222091674804688,29.843597412109375,8.18733854351605,11.865298807485303,11.096981039078736,12.468167135327324,18.094845697975142,17.34601101416998,2
nonsegar (26).jpg,85.44052124023438,31.455703735351562,26.76861572265625,9.12230080325712,12.77585950849421,10.519427021521656,11.932587729639229,16.6025790337034,15.188670752436213,2
nonsegar (27).jpg,75.88447570800781,21.085159301757812,19.89410400390625,7.948550115446489,8.596897262771286,8.446814774625961,9.409346861919836,12.55476394154382,12.040639678322739,2
nonsegar (28).jpg,68.67431640625,19.639450073242188,15.234512329101562,4.9394320558797755,6.3560456168992365,5.222281943647305,5.958572112634863,8.078290059572641,7.698323924649504,2
nonsegar (29).jpg,80.97662353515625,22.99139404296875,22.635467529296875,8.883841556261052,13.31872994301354,12.716545536600877,13.384879086414053,21.64415847628916,21.189707313576175,2
nonsegar (3).jpg,98.59571838378906,38.887176513671875,28.921371459960938,14.075257645454547,19.38308794422372,16.273427104802128,17.877131916406192,25.37172045222016,24.05624926992201,2
nonsegar (30).jpg,76.1849365234375,24.224807739257812,21.949996948242188,10.330521488033444,12.419409953168547,10.46703223138731,12.338062597942319,15.947120368935899,13.41041459739452,2
nonsegar (31).jpg,114.78620910644531,52.665313720703125,31.987777709960938,10.04524035942584,12.362606117495025,9.262919881013303,9.760074482286498,12.497010475769052,11.40143431258605,2
